Date,Open,High,Low,Close,Adj Close,Volume
2017-12-25,null,null,null,null,null,null
2018-01-01,2683.729980,2743.449951,2682.360107,2743.149902,2743.149902,13837790000
2018-01-08,2742.669922,2787.850098,2736.060059,2786.239990,2786.239990,17487770000
2018-01-15,2798.959961,2810.330078,2768.639893,2810.300049,2810.300049,15424920000
2018-01-22,2809.159912,2872.870117,2808.120117,2872.870117,2872.870117,18283880000
2018-01-29,2867.229980,2870.620117,2759.969971,2762.129883,2762.129883,20065340000
2018-02-05,2741.060059,2763.389893,2532.689941,2619.550049,2619.550049,26787200000
2018-02-12,2636.750000,2754.419922,2622.449951,2732.219971,2732.219971,18854770000
2018-02-19,2722.989990,2747.760010,2697.770020,2747.300049,2747.300049,14297470000
2018-02-26,2757.370117,2789.149902,2647.320068,2691.250000,2691.250000,19786810000
2018-03-05,2681.060059,2786.570068,2675.750000,2786.570068,2786.570068,17051190000
2018-03-12,2790.540039,2801.899902,2741.469971,2752.010010,2752.010010,18750700000
2018-03-19,2741.379883,2741.379883,2585.889893,2588.260010,2588.260010,17533550000
2018-03-26,2619.350098,2674.780029,2593.060059,2640.870117,2640.870117,14647940000
2018-04-02,2633.449951,2672.080078,2553.800049,2604.469971,2604.469971,16820340000
2018-04-09,2617.179932,2680.260010,2610.790039,2656.300049,2656.300049,15609880000
2018-04-16,2670.100098,2717.489990,2660.610107,2670.139893,2670.139893,16375430000
2018-04-23,2675.399902,2683.550049,2612.669922,2669.909912,2669.909912,17108410000
2018-04-30,2682.510010,2682.870117,2594.620117,2663.419922,2663.419922,18483840000
2018-05-07,2680.340088,2732.860107,2655.199951,2727.719971,2727.719971,17060780000
2018-05-14,2738.469971,2742.100098,2701.909912,2712.969971,2712.969971,16310100000
2018-05-21,2735.389893,2742.239990,2707.379883,2721.330078,2721.330078,15963780000
2018-05-28,2705.110107,2736.929932,2676.810059,2734.620117,2734.620117,15217440000
2018-06-04,2741.669922,2779.899902,2739.510010,2779.030029,2779.030029,17380480000
2018-06-11,2780.179932,2791.469971,2761.729980,2779.659912,2779.659912,19368250000
2018-06-18,2765.790039,2774.989990,2743.189941,2754.879883,2754.879883,19026830000
2018-06-25,2742.939941,2746.090088,2691.989990,2718.370117,2718.370117,17980020000
2018-07-02,2704.949951,2764.409912,2698.949951,2759.820068,2759.820068,10493320000
2018-07-09,2775.620117,2804.530029,2770.729980,2801.310059,2801.310059,14514320000
2018-07-16,2797.360107,2816.760010,2789.239990,2801.830078,2801.830078,15449650000
2018-07-23,2799.169922,2848.030029,2795.139893,2818.820068,2818.820068,16947010000
2018-07-30,2819.000000,2840.379883,2796.340088,2840.350098,2840.350098,17132630000
2018-08-06,2840.290039,2863.429932,2825.810059,2833.280029,2833.280029,15312600000
2018-08-13,2835.459961,2855.629883,2802.489990,2850.129883,2850.129883,16024470000
2018-08-20,2853.929932,2876.159912,2850.620117,2874.689941,2874.689941,13894820000
2018-08-27,2884.689941,2916.500000,2884.689941,2901.520020,2901.520020,14011570000
2018-09-03,2896.959961,2900.179932,2864.120117,2871.679932,2871.679932,12404170000
2018-09-10,2881.389893,2908.300049,2866.780029,2904.979980,2904.979980,15300720000
2018-09-17,2903.830078,2940.909912,2886.159912,2929.669922,2929.669922,18247730000
2018-09-24,2921.830078,2931.149902,2903.280029,2913.979980,2913.979980,16539460000
2018-10-01,2926.290039,2939.860107,2869.290039,2885.570068,2885.570068,17190620000
2018-10-08,2877.530029,2894.830078,2710.510010,2767.129883,2767.129883,20208740000
2018-10-15,2763.830078,2816.939941,2749.030029,2767.780029,2767.780029,17233120000
2018-10-22,2773.939941,2778.939941,2628.159912,2658.689941,2658.689941,21802950000
2018-10-29,2682.649902,2756.550049,2603.540039,2723.060059,2723.060059,23838850000
2018-11-05,2726.370117,2815.149902,2717.939941,2781.010010,2781.010010,18698510000
2018-11-12,2773.929932,2775.989990,2670.750000,2736.270020,2736.270020,20319060000
2018-11-19,2730.739990,2733.159912,2631.090088,2632.560059,2632.560059,13016000000
2018-11-26,2649.969971,2760.879883,2649.969971,2760.169922,2760.169922,19100190000
2018-12-03,2790.500000,2800.179932,2621.530029,2633.080078,2633.080078,18044060000
2018-12-10,2630.860107,2685.439941,2583.229980,2599.949951,2599.949951,19975530000
2018-12-17,2590.750000,2601.129883,2408.550049,2416.620117,2416.620117,27409960000
2018-12-24,2400.560059,2520.270020,2346.580078,2485.739990,2485.739990,14647150000
